"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US371190020022","Block Group 2, Census Tract 20.02, Mecklenburg County, North Carolina","1648","387","1629","389","1428","349","201","211","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","22","11","19","0","12","0","12","0","12","0","12","8","12","0","12","0","12","0","12",
"1500000US371190020023","Block Group 3, Census Tract 20.02, Mecklenburg County, North Carolina","1233","307","1136","250","1091","246","0","12","0","12","45","68","0","12","0","12","0","12","0","12","0","12","97","155","0","12","0","12","0","12","0","12","0","12","97","155","0","12","0","12","0","12",
"1500000US371190020024","Block Group 4, Census Tract 20.02, Mecklenburg County, North Carolina","1349","390","1321","390","564","176","244","242","0","12","494","338","0","12","0","12","19","40","0","12","19","40","28","33","28","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020031","Block Group 1, Census Tract 20.03, Mecklenburg County, North Carolina","1386","249","1336","243","1307","247","29","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","50","76","43","76","0","12","7","14","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020032","Block Group 2, Census Tract 20.03, Mecklenburg County, North Carolina","1031","386","975","317","959","319","16","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","56","85","56","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020033","Block Group 3, Census Tract 20.03, Mecklenburg County, North Carolina","1418","501","1353","511","1017","529","168","182","0","12","168","175","0","12","0","12","0","12","0","12","0","12","65","102","65","102","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020034","Block Group 4, Census Tract 20.03, Mecklenburg County, North Carolina","747","183","747","183","747","183","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020035","Block Group 5, Census Tract 20.03, Mecklenburg County, North Carolina","1361","300","1232","276","428","188","571","166","0","12","125","155","0","12","0","12","108","156","0","12","108","156","129","134","129","134","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020041","Block Group 1, Census Tract 20.04, Mecklenburg County, North Carolina","1813","363","1738","356","1639","345","27","37","0","12","50","86","0","12","0","12","22","36","0","12","22","36","75","86","23","39","0","12","0","12","0","12","0","12","52","77","0","12","0","12","0","12",
"1500000US371190020042","Block Group 2, Census Tract 20.04, Mecklenburg County, North Carolina","1444","373","1392","359","1362","365","0","12","0","12","12","22","18","30","0","12","0","12","0","12","0","12","52","73","52","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190020043","Block Group 3, Census Tract 20.04, Mecklenburg County, North Carolina","1837","399","1675","361","930","256","674","340","0","12","9","16","0","12","0","12","62","93","0","12","62","93","162","123","88","118","0","12","0","12","0","12","0","12","74","111","0","12","0","12","0","12",
"1500000US371190021001","Block Group 1, Census Tract 21, Mecklenburg County, North Carolina","863","284","797","265","250","101","481","234","0","12","0","12","0","12","0","12","66","103","0","12","66","103","66","105","0","12","0","12","0","12","0","12","0","12","66","105","0","12","0","12","0","12",
"1500000US371190021002","Block Group 2, Census Tract 21, Mecklenburg County, North Carolina","1904","247","1807","248","1289","157","444","176","0","12","7","11","0","12","0","12","67","69","0","12","67","69","97","89","80","73","17","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190022001","Block Group 1, Census Tract 22, Mecklenburg County, North Carolina","1205","314","1154","319","872","317","86","125","0","12","100","102","0","12","96","89","0","12","0","12","0","12","51","42","39","39","0","12","0","12","0","12","0","12","12","20","0","12","0","12","0","12",
"1500000US371190022002","Block Group 2, Census Tract 22, Mecklenburg County, North Carolina","1007","351","982","353","980","353","2","4","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","36","25","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
